,player,result
9152,3,win via score
9153,0,win via score
9154,0,win via score
9155,3,win via elim
9156,3,win via score
9157,1,win via score
9158,0,win via score
9159,0,win via score
9160,2,win via score
9161,3,win via score
9162,1,win via score
9163,1,win via score
9164,2,win via elim
9165,2,win via score
9166,2,win via score
9167,1,win via elim
9168,2,win via score
9169,1,win via score
9170,3,win via score
9171,1,win via score
9172,3,win via score
9173,2,win via score
9174,1,win via score
9175,1,win via score
9176,3,win via score
9177,2,win via score
9178,3,win via score
9179,3,win via score
9180,1,win via score
9181,3,win via score
9182,3,win via score
9183,3,win via score
9184,0,win via score
9185,0,win via score
9186,0,win via score
9187,3,win via score
9188,1,win via score
9189,2,win via score
9190,3,win via score
9191,3,win via elim
9192,2,win via score
9193,0,win via elim
9194,0,win via score
9195,0,win via score
9196,3,win via score
9197,2,win via score
9198,3,win via score
9199,1,win via score
9200,3,win via score
9201,1,win via score
9202,2,win via score
9203,0,win via score
9204,1,win via score
9205,0,win via score
9206,2,win via score
9207,2,win via score
9208,0,win via score
9209,0,win via score
9210,0,win via score
9211,0,win via score
9212,0,win via score
9213,0,win via score
9214,3,win via score
9215,0,win via score
9216,3,win via score
9217,3,win via score
9218,0,win via score
9219,2,win via score
9220,0,win via score
9221,1,win via score
9222,1,win via score
9223,1,win via score
9224,3,win via score
9225,1,win via score
9226,2,win via score
9227,0,win via score
9228,3,win via score
9229,3,win via score
9230,0,win via score
9231,0,win via score
9232,0,win via score
9233,1,win via score
9234,3,win via score
9235,2,win via score
9236,3,win via score
9237,0,win via score
9238,0,win via score
9239,2,win via score
9240,0,win via score
9241,2,win via score
9242,2,win via score
9243,1,win via score
9244,0,win via score
9245,0,win via score
9246,3,win via score
9247,3,win via score
9248,0,win via score
9249,0,win via score
9250,3,win via score
9251,0,win via score
9252,2,win via score
9253,0,win via score
9254,2,win via score
9255,3,win via score
9256,1,win via score
9257,1,win via score
9258,0,win via score
9259,2,win via score
9260,3,win via score
9261,2,win via score
9262,1,win via score
9263,3,win via score
9264,1,win via score
9265,1,win via score
9266,2,win via score
9267,2,win via score
9268,2,win via score
9269,3,win via score
9270,3,win via score
9271,0,win via score
9272,2,win via elim
9273,1,win via score
9274,3,win via score
9275,2,win via score
9276,1,win via score
9277,2,win via score
9278,3,win via score
9279,1,win via score
9280,3,win via score
9281,3,win via score
9282,1,win via score
9283,3,win via score
9284,2,win via score
9285,2,win via score
9286,3,win via score
9287,0,win via score
9288,2,win via score
9289,2,win via score
9290,3,win via score
9291,0,win via score
9292,3,win via score
9293,2,win via score
9294,0,win via score
9295,1,win via score
9296,2,win via score
9297,3,win via score
9298,3,win via elim
9299,0,win via score
9300,0,win via score
9301,0,win via score
9302,1,win via score
9303,1,win via score
9304,2,win via score
9305,2,win via score
9306,1,win via score
9307,1,win via score
9308,0,win via elim
9309,2,win via elim
9310,3,win via score
9311,3,win via score
9312,1,win via score
9313,2,win via score
9314,3,win via score
9315,2,win via score
9316,0,win via score
9317,0,win via score
9318,0,win via score
9319,2,win via score
9320,1,win via elim
9321,3,win via score
9322,1,win via score
9323,2,win via score
9324,0,win via score
9325,0,win via score
9326,2,win via score
9327,0,win via score
9328,1,win via score
9329,3,win via elim
9330,2,win via score
9331,2,win via score
9332,1,win via score
9333,0,win via score
9334,2,win via score
9335,2,win via score
9336,0,win via score
9337,2,win via score
9338,3,win via score
9339,1,win via score
9340,1,win via score
9341,3,win via score
9342,3,win via score
9343,2,win via score
9344,1,win via score
9345,0,win via score
9346,3,win via score
9347,2,win via score
9348,0,win via score
9349,0,win via score
9350,3,win via score
9351,0,win via score
9352,0,win via score
9353,3,win via score
9354,2,win via score
9355,0,win via score
9356,2,win via score
9357,3,win via score
9358,0,win via score
9359,0,win via score
9360,1,win via score
9361,3,win via score
9362,0,win via score
9363,0,win via score
9364,1,win via score
9365,2,win via score
9366,3,win via score
9367,3,win via score
9368,2,win via score
9369,3,win via score
9370,1,win via score
9371,3,win via score
9372,3,win via score
9373,2,win via score
9374,3,win via score
9375,3,win via score
9376,2,win via score
9377,2,win via score
9378,3,win via score
9379,3,win via score
9380,1,win via score
9381,3,win via score
9382,3,win via score
9383,2,win via score
9384,2,win via score
9385,3,win via score
9386,0,win via score
9387,2,win via score
9388,1,win via score
9389,0,win via score
9390,0,win via score
9391,0,win via score
9392,1,win via score
9393,2,win via score
9394,3,win via score
9395,2,win via score
9396,0,win via score
9397,1,win via elim
9398,1,win via score
9399,1,win via score
9400,1,win via score
9401,1,win via score
9402,0,win via score
9403,2,win via score
9404,2,win via score
9405,2,win via score
9406,1,win via score
9407,2,win via score
9408,3,win via score
9409,0,win via score
9410,0,win via score
9411,1,win via score
9412,0,win via score
9413,0,win via score
9414,0,win via score
9415,1,win via score
9416,2,win via score
9417,0,win via score
9418,0,win via score
9419,1,win via score
9420,1,win via elim
9421,1,win via score
9422,3,win via score
9423,1,win via elim
9424,0,win via elim
9425,1,win via elim
9426,1,win via score
9427,0,win via score
9428,1,win via score
9429,2,win via score
9430,0,win via score
9431,1,win via score
9432,3,win via score
9433,0,win via score
9434,1,win via score
9435,1,win via elim
9436,0,win via score
9437,1,win via score
9438,0,win via score
9439,0,win via score
9440,3,win via score
9441,1,win via score
9442,0,win via score
9443,2,win via score
9444,1,win via score
9445,1,win via score
9446,2,win via score
9447,1,win via score
9448,0,win via score
9449,2,win via score
9450,1,win via score
9451,1,win via score
9452,1,win via score
9453,1,win via score
9454,3,win via score
9455,2,win via score
9456,1,win via score
9457,3,win via score
9458,3,win via score
9459,0,win via score
9460,2,win via score
9461,0,win via score
9462,1,win via score
9463,0,win via score
9464,1,win via elim
9465,3,win via score
9466,2,win via score
9467,0,win via score
9468,2,win via score
9469,1,win via score
9470,3,win via score
9471,2,win via score
9472,3,win via score
9473,0,win via score
9474,0,win via score
9475,2,win via score
9476,2,win via score
9477,1,win via score
9478,2,win via score
9479,0,win via score
9480,0,win via score
9481,2,win via score
9482,2,win via score
9483,3,win via score
9484,1,win via elim
9485,2,win via score
9486,2,win via score
9487,1,win via score
9488,2,win via score
9489,1,win via score
9490,3,win via score
9491,2,win via score
9492,2,win via score
9493,0,win via score
9494,0,win via score
9495,3,win via score
9496,2,win via score
9497,3,win via score
9498,3,win via score
9499,3,win via score
9500,0,win via elim
9501,2,win via score
9502,1,win via score
9503,3,win via score
9504,3,win via score
9505,0,win via score
9506,0,win via score
9507,0,win via score
9508,2,win via score
9509,0,win via score
9510,2,win via score
9511,2,win via score
9512,2,win via elim
9513,2,win via score
9514,0,win via score
9515,1,win via score
9516,3,win via score
9517,1,win via score
9518,0,win via score
9519,0,win via score
9520,3,win via score
9521,1,win via score
9522,1,win via score
9523,1,win via score
9524,2,win via score
9525,0,win via score
9526,3,win via score
9527,3,win via elim
9528,1,win via score
9529,2,win via score
9530,0,win via score
9531,3,win via score
9532,2,win via score
9533,3,win via score
9534,0,win via score
9535,1,win via score
9536,0,win via score
9537,2,win via score
9538,0,win via elim
9539,3,win via score
9540,1,win via score
9541,3,win via score
9542,3,win via score
9543,3,win via score
9544,1,win via score
9545,0,win via score
9546,1,win via score
9547,2,win via score
9548,1,win via score
9549,3,win via score
9550,2,win via score
9551,2,win via score
9552,3,win via score
9553,1,win via score
9554,1,win via score
9555,3,win via score
9556,0,win via score
9557,2,win via score
9558,1,win via score
9559,2,win via score
9560,2,win via score
9561,0,win via score
9562,2,win via score
9563,3,win via score
9564,0,win via elim
9565,3,win via score
9566,3,win via score
9567,2,win via score
9568,2,win via elim
9569,1,win via score
9570,2,win via score
9571,3,win via score
9572,1,win via score
9573,3,win via score
9574,2,win via score
9575,3,win via score
9576,0,win via score
9577,2,win via score
9578,1,win via score
9579,2,win via score
9580,3,win via score
9581,2,win via score
9582,1,win via score
9583,3,win via score
9584,1,win via elim
9585,1,win via score
9586,0,win via score
9587,1,win via score
9588,0,win via elim
9589,0,win via score
9590,1,win via score
9591,1,win via score
9592,1,win via score
9593,1,win via score
9594,2,win via score
9595,1,win via score
9596,0,win via score
9597,1,win via score
9598,0,win via score
9599,0,win via score
9600,0,win via score
9601,1,win via score
9602,1,win via score
9603,0,win via score
9604,1,win via score
9605,2,win via score
9606,2,win via score
9607,3,win via score
9608,1,win via score
9609,2,win via elim
9610,1,win via score
9611,2,win via score
9612,3,win via score
9613,3,win via score
9614,1,win via score
9615,3,win via score
9616,0,win via score
9617,2,win via score
9618,0,win via score
9619,0,win via score
9620,1,win via score
9621,3,win via score
9622,0,win via score
9623,2,win via score
9624,2,win via score
9625,2,win via score
9626,0,win via score
9627,0,win via score
9628,2,win via score
9629,0,win via elim
9630,0,win via score
9631,3,win via score
9632,2,win via score
9633,2,win via score
9634,0,win via score
9635,2,win via score
9636,2,win via score
9637,1,win via score
9638,2,win via score
9639,1,win via score
9640,2,win via score
9641,2,win via score
9642,0,win via score
9643,2,win via score
9644,3,win via score
9645,0,win via score
9646,2,win via score
9647,1,win via score
9648,1,win via score
9649,1,win via elim
9650,2,win via score
9651,0,win via score
9652,2,win via score
9653,2,win via score
9654,0,win via score
9655,3,win via score
9656,1,win via score
9657,2,win via score
9658,3,win via score
9659,3,win via score
9660,1,win via score
9661,2,win via score
9662,3,win via score
9663,1,win via score
9664,2,win via score
9665,1,win via score
9666,1,win via score
9667,3,win via score
9668,2,win via score
9669,2,win via score
9670,0,win via score
9671,2,win via score
9672,3,win via elim
9673,2,win via score
9674,2,win via score
9675,1,win via score
9676,1,win via score
9677,2,win via score
9678,0,win via score
9679,3,win via score
9680,3,win via score
9681,3,win via score
9682,2,win via score
9683,2,win via score
9684,2,win via score
9685,1,win via score
9686,0,win via score
9687,1,win via score
9688,0,win via score
9689,2,win via score
9690,1,win via score
9691,0,win via score
9692,1,win via score
9693,3,win via elim
9694,2,win via score
9695,0,win via score
9696,0,win via score
9697,3,win via score
9698,0,win via score
9699,3,win via score
9700,2,win via score
9701,3,win via score
9702,0,win via score
9703,2,win via score
9704,2,win via score
9705,3,win via score
9706,2,win via score
9707,1,win via score
9708,0,win via score
9709,0,win via score
9710,0,win via score
9711,3,win via score
9712,1,win via score
9713,2,win via score
9714,0,win via score
9715,3,win via score
9716,2,win via score
9717,1,win via score
9718,1,win via score
9719,2,win via score
9720,0,win via score
9721,3,win via score
9722,1,win via score
9723,2,win via score
9724,3,win via score
9725,2,win via score
9726,3,win via score
9727,2,win via score
9728,3,win via score
9729,3,win via score
9730,1,win via score
9731,2,win via elim
9732,2,win via score
9733,2,win via score
9734,3,win via score
9735,3,win via score
9736,2,win via score
9737,3,win via score
9738,1,win via score
9739,2,win via score
9740,2,win via score
9741,1,win via score
9742,1,win via score
9743,3,win via score
9744,0,win via score
9745,1,win via score
9746,3,win via score
9747,3,win via score
9748,3,win via score
9749,1,win via score
